MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
90:01:3b:40:93:ee,SKY093ED,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 17:58:03,11,-93,51.3962046105085,-0.214644850489116,74,15,WIFI
00:23:6c:bf:4f:95,what,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP],2012-08-11 17:58:05,6,-94,51.3962297023216,-0.21460356585965,72,10,WIFI
cc:96:a0:8f:fd:5f,BTHub3-J5HS,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 17:58:07,1,-97,51.3962541255005,-0.214562772328301,75,10,WIFI
82:96:a0:8f:fd:59,BTWiFi-with-FON,,2012-08-11 17:58:09,1,-94,51.3962685013497,-0.214519509409072,75,10,WIFI
82:96:a0:8f:fd:58,BTWiFi,,2012-08-11 17:58:11,1,-86,51.3962858274718,-0.214476182632236,76,10,WIFI
00:26:f2:0e:03:a0,stella,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 17:58:14,6,-94,51.3963217292099,-0.214405417446029,80,10,WIFI
2c:b0:5d:d1:2a:da,virginmedia6617637,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 17:58:19,6,-90,51.3963843483248,-0.214329361137585,76,10,WIFI
00:21:63:6e:d1:a8,Gwams,[WPA-PSK-TKIP],2012-08-11 17:58:22,6,-86,51.396413147431,-0.214313282322173,76,10,WIFI
94:44:52:52:f9:af,Belkin.59AF,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS],2012-08-11 17:58:36,1,-96,51.3965470888189,-0.214204986747731,80,10,WIFI
00:23:69:cd:ca:d9,sup,[WPA-PSK-CCMP][WPS],2012-08-11 17:58:38,1,-93,51.396587128187,-0.214173364350044,77,10,WIFI
00:1f:33:08:3b:28,SKY75002,[WPA-PSK-TKIP],2012-08-11 17:58:41,11,-93,51.3966254189477,-0.214123414440299,72,10,WIFI
23415_189_53447835,vodafone UK,UMTS;gb,2012-08-11 17:59:12,0,-89,51.3970473111569,-0.213654137997461,71,10,GSM
00:fe:f4:34:16:50,BTHub3-26MP,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 17:59:13,11,-72,51.3970629570844,-0.213636518469142,71,10,WIFI
f0:7d:68:68:7b:da,SKY39037,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 17:59:13,11,-77,51.3970629570844,-0.213636518469142,71,10,WIFI
bc:76:70:58:79:95,BTHub3-K7TT,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 17:59:13,1,-84,51.3970629570844,-0.213636518469142,71,10,WIFI
20:2b:c1:6a:c2:ff,BTHub3-X5CP,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 17:59:13,1,-84,51.3970629570844,-0.213636518469142,71,10,WIFI
90:01:3b:21:92:b3,SKY192B2,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 17:59:13,11,-75,51.3970629570844,-0.213636518469142,71,10,WIFI
30:46:9a:34:42:1a,Julie-PC-Wireless,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 17:59:13,6,-91,51.3970629570844,-0.213636518469142,71,10,WIFI
02:fe:f4:34:16:50,BTWiFi,,2012-08-11 17:59:13,11,-73,51.3970629570844,-0.213636518469142,71,10,WIFI
12:fe:f4:34:16:50,BTWiFi-with-FON,,2012-08-11 17:59:13,11,-76,51.3970629570844,-0.213636518469142,71,10,WIFI
52:76:70:58:79:97,BTWiFi-with-FON,,2012-08-11 17:59:13,1,-86,51.3970629570844,-0.213636518469142,71,10,WIFI
52:76:70:58:79:96,BTWiFi,,2012-08-11 17:59:13,1,-86,51.3970629570844,-0.213636518469142,71,10,WIFI
a0:21:b7:ff:ea:94,virginmedia4780392,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 17:59:16,6,-88,51.3970928042476,-0.213590538727541,71,10,WIFI
cc:96:a0:0d:e0:97,BTHub3-G6S6,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 17:59:16,1,-91,51.3970928042476,-0.213590538727541,71,10,WIFI
62:96:a0:0d:e0:91,BTWiFi-with-FON,,2012-08-11 17:59:16,1,-86,51.3970928042476,-0.213590538727541,71,10,WIFI
62:96:a0:0d:e0:90,BTWiFi,,2012-08-11 17:59:16,1,-88,51.3970928042476,-0.213590538727541,71,10,WIFI
e8:39:df:49:f1:66,TALKTALK-49F164,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 17:59:18,1,-80,51.3971056860823,-0.213554988182539,68,10,WIFI
00:16:b6:b7:88:3a,PeterKendraSamKiki,[WEP],2012-08-11 17:59:20,11,-85,51.3971253439552,-0.213514526933672,70,10,WIFI
8a:2b:c1:7e:b9:15,BTWiFi-with-FON,,2012-08-11 17:59:20,11,-85,51.3971253439552,-0.213514526933672,70,10,WIFI
8a:2b:c1:7e:b9:14,BTWiFi,,2012-08-11 17:59:20,11,-86,51.3971253439552,-0.213514526933672,70,10,WIFI
00:11:50:9d:20:9f,MR,[WPA-PSK-TKIP],2012-08-11 17:59:25,11,-89,51.3971678613044,-0.213437243313839,63,15,WIFI
00:18:f6:5f:3c:4f,BTHomeHub-40AD,[WEP],2012-08-11 17:59:25,7,-89,51.3971678613044,-0.213437243313839,63,15,WIFI
02:18:f6:5f:3c:50,BTOpenzone-H,,2012-08-11 17:59:25,7,-86,51.3971678613044,-0.213437243313839,63,15,WIFI
00:26:f2:de:7e:5e,Janeblondie,[WPA-PSK-TKIP],2012-08-11 17:59:29,6,-82,51.3972026707092,-0.21338758422759,64,10,WIFI
20:2b:c1:7e:b9:13,BTHub3-JCF8,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 17:59:31,11,-85,51.3972238224777,-0.213352849941609,66,15,WIFI
e4:e0:c5:2c:3a:c6,SEC_LinkShare_c60500,[WPA2-PSK-CCMP][WPS],2012-08-11 17:59:35,11,-84,51.3972654301701,-0.213297134983991,67,10,WIFI
c4:3d:c7:2d:30:b8,virginmedia8994872,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 17:59:40,4,-88,51.3972945274641,-0.213253305885598,65,10,WIFI
c8:cd:72:93:78:15,SKY37814,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 17:59:43,6,-89,51.397327862495,-0.213215460946619,65,10,WIFI
90:01:3b:3e:6f:d2,SKYE6FD1,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 17:59:47,11,-81,51.397362380332,-0.213147541979786,69,5,WIFI
2c:b0:5d:e0:81:0c,virginmedia7232469,[WPA2-PSK-CCMP][WPS],2012-08-11 17:59:49,11,-79,51.3973851499967,-0.213109432943147,69,5,WIFI
00:16:01:ed:19:27,001601ED1926,,2012-08-11 17:59:49,5,-85,51.3973851499967,-0.213109432943147,69,5,WIFI
00:1b:2f:4d:43:66,NETGEAR.LEE,[WPA2-PSK-CCMP-preauth],2012-08-11 17:59:53,11,-85,51.3974313836215,-0.213027805364119,72,10,WIFI
00:17:3f:b4:ed:3d,Frost Home Wireless,[WEP],2012-08-11 18:00:01,6,-91,51.3975193415301,-0.212909113116941,70,5,WIFI
02:fe:f4:59:40:70,BTWiFi,,2012-08-11 18:00:01,11,-84,51.3975193415301,-0.212909113116941,70,5,WIFI
12:fe:f4:59:40:70,BTWiFi-with-FON,,2012-08-11 18:00:01,11,-84,51.3975193415301,-0.212909113116941,70,5,WIFI
00:26:91:06:e1:b0,SKY57775,[WPA-PSK-TKIP],2012-08-11 18:00:07,1,-82,51.3975978996491,-0.212817163420833,72,5,WIFI
00:11:50:86:88:5a,womble,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP-preauth],2012-08-11 18:00:07,6,-86,51.3975978996491,-0.212817163420833,72,5,WIFI
00:26:f2:21:17:76,Cherrywood,[WPA-PSK-TKIP],2012-08-11 19:28:20,6,-68,51.3994048943072,-0.213573205401417,82,35,WIFI
2c:b0:5d:ff:f1:0c,virginmedia7303036,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:28:20,11,-80,51.3994048943072,-0.213573205401417,82,35,WIFI
74:44:01:f7:28:6c,Centralis,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:28:20,1,-80,51.3994048943072,-0.213573205401417,82,35,WIFI
00:24:2b:35:c9:de,BTHomeHub2-J9G8,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:28:20,11,-81,51.3994048943072,-0.213573205401417,82,35,WIFI
00:d0:44:b6:e6:f2,BTHomeHub2-2JHQ,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:28:20,6,-90,51.3994048943072,-0.213573205401417,82,35,WIFI
a0:21:b7:5d:0d:1d,virginmedia3270489,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:28:20,11,-92,51.3994048943072,-0.213573205401417,82,35,WIFI
5c:d9:98:6b:d1:d0,bellissimo,[WPA2-PSK-CCMP],2012-08-11 19:28:20,1,-92,51.3994048943072,-0.213573205401417,82,35,WIFI
2c:b0:5d:c4:b8:80,virginmedia1541406,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:28:20,1,-96,51.3994048943072,-0.213573205401417,82,35,WIFI
4c:17:eb:86:b6:71,SKY6B670,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:28:20,6,-96,51.3994048943072,-0.213573205401417,82,35,WIFI
06:d0:44:b6:e6:f2,BTOpenzone,,2012-08-11 19:28:20,6,-84,51.3994048943072,-0.213573205401417,82,35,WIFI
0a:d0:44:b6:e6:f2,BTFON,,2012-08-11 19:28:20,6,-89,51.3994048943072,-0.213573205401417,82,35,WIFI
06:8b:5d:b9:c4:1a,BTOpenzone,,2012-08-11 19:28:20,11,-90,51.3994048943072,-0.213573205401417,82,35,WIFI
23415_189_53476657,vodafone UK,UMTS;gb,2012-08-11 19:28:20,0,-91,51.3994048943072,-0.213573205401417,82,35,GSM
00:ac:54:cf:93:fa,BTHub3-4PKM,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:28:23,6,-90,51.399483285882,-0.21377245096709,76,10,WIFI
00:8b:5d:a9:be:d2,BTHomeHub2-9J8T,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:28:23,6,-91,51.399483285882,-0.21377245096709,76,10,WIFI
00:1b:2f:ee:7a:28,DenChomenet458,[WPA2-PSK-CCMP],2012-08-11 19:28:23,11,-92,51.399483285882,-0.21377245096709,76,10,WIFI
00:17:3f:65:e5:52,palvi,[WEP],2012-08-11 19:28:23,11,-94,51.399483285882,-0.21377245096709,76,10,WIFI
02:ac:54:f3:50:82,BTOpenzone-H,,2012-08-11 19:28:23,6,-91,51.399483285882,-0.21377245096709,76,10,WIFI
20:4e:7f:19:0d:72,jitoo37,[WPA2-PSK-CCMP][WPS],2012-08-11 19:28:27,1,-81,51.399483285882,-0.21377245096709,76,10,WIFI
00:19:7e:3d:bc:79,Livebox-0D18,[WPA-PSK-TKIP],2012-08-11 19:28:27,1,-89,51.399483285882,-0.21377245096709,76,10,WIFI
0a:8b:5d:a9:be:d2,BTFON,,2012-08-11 19:28:27,6,-93,51.399483285882,-0.21377245096709,76,10,WIFI
12:ac:54:f3:50:82,BTFON,,2012-08-11 19:28:27,6,-93,51.399483285882,-0.21377245096709,76,10,WIFI
00:ac:54:f3:50:82,BTHub3-8CCS,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:28:30,6,-89,51.3995526568521,-0.21380059464918,66,15,WIFI
e0:91:f5:cd:55:c2,Cardazzone,[WPA2-PSK-CCMP][WPS],2012-08-11 19:28:30,2,-99,51.3995526568521,-0.21380059464918,66,15,WIFI
00:11:50:a0:e9:9a,Belkin54g,,2012-08-11 19:28:30,11,-90,51.3995526568521,-0.21380059464918,66,15,WIFI
00:24:17:b5:84:cd,O2wireless060386,[WEP],2012-08-11 19:28:35,11,-96,51.3996428000676,-0.213799270202961,71,15,WIFI
02:ac:54:cf:93:fa,BTOpenzone-H,,2012-08-11 19:28:35,6,-89,51.3996428000676,-0.213799270202961,71,15,WIFI
12:ac:54:cf:93:fa,BTFON,,2012-08-11 19:28:37,6,-87,51.3996428000676,-0.213799270202961,71,15,WIFI
12:fe:f4:2f:f4:38,BTWiFi-with-FON,,2012-08-11 19:28:37,11,-93,51.3996428000676,-0.213799270202961,71,15,WIFI
02:fe:f4:2f:f4:38,BTWiFi,,2012-08-11 19:28:37,11,-97,51.3996428000676,-0.213799270202961,71,15,WIFI
23415_189_53476657,vodafone UK,UMTS;gb,2012-08-11 19:29:09,0,-85,51.4007017527323,-0.214330084555651,49,15,GSM
00:fe:f4:1e:65:38,BTHub3-K72J,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:29:10,11,-66,51.4007127960611,-0.214380570538173,47,15,WIFI
00:1e:2a:ea:1b:f4,SKY58400,[WPA-PSK-TKIP],2012-08-11 19:29:10,11,-79,51.4007127960611,-0.214380570538173,47,15,WIFI
00:b0:0c:02:10:74,GARDEN1,[WPA2-PSK-CCMP-preauth][WPS],2012-08-11 19:29:10,6,-80,51.4007127960611,-0.214380570538173,47,15,WIFI
00:1b:2f:a7:00:38,SKY55783,[WPA-PSK-TKIP],2012-08-11 19:29:10,3,-80,51.4007127960611,-0.214380570538173,47,15,WIFI
2c:b0:5d:bd:c2:da,Apple Network,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:29:10,12,-81,51.4007127960611,-0.214380570538173,47,15,WIFI
00:22:b0:5a:bb:61,BURNET,[WPA-PSK-TKIP],2012-08-11 19:29:10,1,-84,51.4007127960611,-0.214380570538173,47,15,WIFI
a0:21:b7:5c:b6:f5,Coronation,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:29:10,6,-85,51.4007127960611,-0.214380570538173,47,15,WIFI
e8:be:81:66:65:dc,SKY26075,[WPA-PSK-TKIP],2012-08-11 19:29:10,1,-89,51.4007127960611,-0.214380570538173,47,15,WIFI
00:1f:33:17:be:0e,Robinsons2020,[WPA-PSK-TKIP],2012-08-11 19:29:10,11,-89,51.4007127960611,-0.214380570538173,47,15,WIFI
00:1b:2f:ea:89:92,NETGEAR,[WEP],2012-08-11 19:29:10,11,-88,51.4007127960611,-0.214380570538173,47,15,WIFI
b8:c7:5d:04:02:d3,Apple Network,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:29:12,1,-85,51.4007497712948,-0.214467093367018,44,25,WIFI
a0:21:b7:da:7f:e1,virginmedia0613903,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:29:12,11,-81,51.4007497712948,-0.214467093367018,44,25,WIFI
00:14:6c:03:7c:f5,GARDEN,[WPA2-PSK-CCMP-preauth],2012-08-11 19:29:16,6,-76,51.4008042798604,-0.214638822164461,47,25,WIFI
20:2b:c1:6a:40:19,BTHub3-8ZPH,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:29:16,10,-88,51.4008042798604,-0.214638822164461,47,25,WIFI
00:01:3b:b8:38:8a,BTHub3-N37M,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:29:18,6,-80,51.4008442838591,-0.214771175960178,52,15,WIFI
00:1e:2a:7d:96:10,virginmedia2859239,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:29:18,6,-81,51.4008442838591,-0.214771175960178,52,15,WIFI
02:01:3b:b8:38:8a,BTOpenzone-H,,2012-08-11 19:29:18,6,-79,51.4008442838591,-0.214771175960178,52,15,WIFI
12:01:3b:b8:38:8a,BTFON,,2012-08-11 19:29:18,6,-80,51.4008442838591,-0.214771175960178,52,15,WIFI
00:12:0e:34:1d:ca,SELVARAJAN,[WPA-PSK-TKIP][WPA2-PSK-CCMP],2012-08-11 19:29:20,1,-85,51.4008820488384,-0.214897561779584,51,15,WIFI
00:24:b2:f7:36:98,SKY73618,[WPA-PSK-TKIP],2012-08-11 19:29:24,1,-88,51.4009724408989,-0.215148512529553,55,20,WIFI
58:98:35:28:4e:5c,PlusnetWireless284E5C,[WPA-PSK-TKIP][WPA2-PSK-CCMP],2012-08-11 19:29:24,1,-88,51.4009724408989,-0.215148512529553,55,20,WIFI
08:76:ff:38:20:78,Thomson382078,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:29:26,6,-81,51.4010073180243,-0.215263785520051,58,20,WIFI
00:fe:f4:0a:ba:d0,BTHub3-7FP2,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:29:26,11,-88,51.4010073180243,-0.215263785520051,58,20,WIFI
02:fe:f4:0a:ba:d0,BTWiFi,,2012-08-11 19:29:26,11,-88,51.4010073180243,-0.215263785520051,58,20,WIFI
12:fe:f4:0a:ba:d0,BTWiFi-with-FON,,2012-08-11 19:29:26,11,-84,51.4010073180243,-0.215263785520051,58,20,WIFI
00:fe:f4:31:6c:90,BTHub3-TFF5,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:29:28,6,-89,51.401043367594,-0.215374594419104,56,15,WIFI
84:1b:5e:a7:bb:9a,virginmedia8982733,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:29:28,11,-89,51.401043367594,-0.215374594419104,56,15,WIFI
c4:3d:c7:43:2d:e8,Chelsea,[WPS][WEP],2012-08-11 19:29:28,11,-86,51.401043367594,-0.215374594419104,56,15,WIFI
02:fe:f4:31:6c:90,BTWiFi,,2012-08-11 19:29:28,6,-84,51.401043367594,-0.215374594419104,56,15,WIFI
23415_189_53476657,vodafone UK,UMTS;gb,2012-08-11 19:29:28,0,-83,51.401043367594,-0.215374594419104,56,15,GSM
00:b0:0c:02:10:74,GARDEN1,[WPA2-PSK-CCMP-preauth][WPS],2012-08-11 19:29:30,6,-85,51.401082350836,-0.215479213903167,56,15,WIFI
12:fe:f4:31:6c:90,BTWiFi-with-FON,,2012-08-11 19:29:30,6,-84,51.401082350836,-0.215479213903167,56,15,WIFI
00:18:4d:f5:78:36,HomeLAN,[WPA-PSK-TKIP],2012-08-11 19:29:34,11,-83,51.4011478845716,-0.215698847278635,58,15,WIFI
00:24:b2:b4:f2:82,genesis,[WPA-PSK-TKIP],2012-08-11 19:29:34,6,-89,51.4011478845716,-0.215698847278635,58,15,WIFI
00:24:17:1a:74:2b,BeBox,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:29:34,1,-90,51.4011478845716,-0.215698847278635,58,15,WIFI
00:26:f2:eb:d5:12,Stella,[WPA-PSK-TKIP][WPS],2012-08-11 19:29:34,6,-90,51.4011478845716,-0.215698847278635,58,15,WIFI
00:01:3b:b8:38:8a,BTHub3-N37M,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:29:36,6,-65,51.4011950637447,-0.215794822917438,56,15,WIFI
02:01:3b:b8:38:8a,BTOpenzone-H,,2012-08-11 19:29:36,6,-65,51.4011950637447,-0.215794822917438,56,15,WIFI
12:01:3b:b8:38:8a,BTFON,,2012-08-11 19:29:36,6,-65,51.4011950637447,-0.215794822917438,56,15,WIFI
a0:21:b7:5d:34:59,virginmedia1429482,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:29:38,1,-85,51.4012516367357,-0.215897549933019,56,15,WIFI
74:44:01:f7:e5:e0,virginmedia9112756,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:29:38,6,-85,51.4012516367357,-0.215897549933019,56,15,WIFI
00:26:f2:f7:84:b0,NTGR_Wv5,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:29:38,2,-88,51.4012516367357,-0.215897549933019,56,15,WIFI
00:ac:54:cd:96:52,BTHub3-CR24,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:29:40,6,-84,51.401288767904,-0.215996661340984,56,15,WIFI
00:1b:2f:56:5b:d8,7657,[WEP],2012-08-11 19:29:40,9,-79,51.401288767904,-0.215996661340984,56,15,WIFI
0a:d0:44:b2:37:c2,BTFON,,2012-08-11 19:29:42,6,-88,51.4013127672543,-0.216097373458353,59,15,WIFI
00:01:3b:a8:50:7a,BTHub3-SH7S,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:29:44,1,-90,51.4013270895744,-0.216185472872142,54,15,WIFI
02:01:3b:a8:50:7a,BTOpenzone-H,,2012-08-11 19:29:44,1,-91,51.4013270895744,-0.216185472872142,54,15,WIFI
00:24:17:ed:5c:7f,BTHomeHub2-4K8P,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:29:46,7,-84,51.4013465260084,-0.216274290417363,53,15,WIFI
02:24:17:ed:5c:80,BTOpenzone-H,,2012-08-11 19:29:46,7,-83,51.4013465260084,-0.216274290417363,53,15,WIFI
02:24:17:ed:5c:81,BTFON,,2012-08-11 19:29:46,7,-85,51.4013465260084,-0.216274290417363,53,15,WIFI
12:01:3b:a8:50:7a,BTFON,,2012-08-11 19:29:48,1,-84,51.4013648848169,-0.216363964131955,55,15,WIFI
23415_189_53476657,vodafone UK,UMTS;gb,2012-08-11 19:29:50,0,-79,51.4013943158751,-0.216439676473597,58,15,GSM
00:26:5a:21:3f:ec,DLink-Router,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:29:52,5,-85,51.401438073362,-0.216506145224855,61,15,WIFI
c6:3d:c7:38:28:01,geoffrey,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:29:56,11,-84,51.4014939556339,-0.216674558322308,69,10,WIFI
c4:3d:c7:38:28:00,virginmedia4581012,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:29:56,11,-86,51.4014939556339,-0.216674558322308,69,10,WIFI
00:24:17:ef:30:33,BTHomeHub2-4QTC,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:29:56,1,-90,51.4014939556339,-0.216674558322308,69,10,WIFI
00:1f:33:0d:60:ef,SKY77300,[WPA-PSK-TKIP],2012-08-11 19:29:56,11,-88,51.4014939556339,-0.216674558322308,69,10,WIFI
ac:e8:7b:4b:36:a9,BTHub3-RNHX,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:29:58,1,-90,51.4015173529258,-0.216746903318353,66,10,WIFI
4a:e8:7b:4b:36:ab,BTWiFi-with-FON,,2012-08-11 19:29:58,1,-88,51.4015173529258,-0.216746903318353,66,10,WIFI
4a:e8:7b:4b:36:aa,BTWiFi,,2012-08-11 19:29:58,1,-89,51.4015173529258,-0.216746903318353,66,10,WIFI
cc:5d:4e:62:f9:30,ZyXEL6592uan,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:30:00,7,-77,51.4015322565526,-0.216802058378271,68,10,WIFI
cc:96:a0:3e:78:e0,BTHub3-ZTZ6,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:30:02,6,-89,51.4015420804599,-0.216830075160023,66,10,WIFI
42:96:a0:3e:78:e1,BTWiFi,,2012-08-11 19:30:02,6,-88,51.4015420804599,-0.216830075160023,66,10,WIFI
42:96:a0:3e:78:e2,BTWiFi-with-FON,,2012-08-11 19:30:02,6,-88,51.4015420804599,-0.216830075160023,66,10,WIFI
00:fe:f4:56:02:98,BTHub3-MJ2T,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:30:04,6,-86,51.4015469764536,-0.216836697510596,64,10,WIFI
02:fe:f4:56:02:98,BTWiFi,,2012-08-11 19:30:04,6,-89,51.4015469764536,-0.216836697510596,64,10,WIFI
12:fe:f4:56:02:98,BTWiFi-with-FON,,2012-08-11 19:30:04,6,-89,51.4015469764536,-0.216836697510596,64,10,WIFI
b8:a3:86:b5:12:54,TALKTALK-B51254,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:30:18,1,-86,51.4014510076069,-0.216887439819469,64,10,WIFI
00:02:cf:72:15:dc,martinb,[WPA2-PSK-CCMP],2012-08-11 19:30:20,6,-89,51.4014232542292,-0.216905691843995,63,10,WIFI
c0:3f:0e:fb:63:6c,virginmedia1315890,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:30:36,11,-88,51.4012040539464,-0.21703203967424,71,15,WIFI
00:d0:44:b2:37:c2,BTHomeHub2-K84Z,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:30:41,6,-84,51.4011263009231,-0.217085463494174,70,10,WIFI
06:d0:44:b2:37:c2,BTOpenzone,,2012-08-11 19:30:41,6,-86,51.4011263009231,-0.217085463494174,70,10,WIFI
a0:21:b7:d7:95:3d,jimbo,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:30:47,1,-86,51.4010408423914,-0.217143509891121,62,10,WIFI
0a:d0:44:b2:37:c2,BTFON,,2012-08-11 19:30:47,6,-86,51.4010408423914,-0.217143509891121,62,10,WIFI
00:12:a9:ce:b0:64,3Com,[WEP],2012-08-11 19:31:05,11,-94,51.4008163531858,-0.217289725941085,60,10,WIFI
23415_189_53476657,vodafone UK,UMTS;gb,2012-08-11 19:31:35,0,-77,51.4004567661865,-0.217545119599123,67,15,GSM
00:1f:33:4a:8e:68,HARRYMATH,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:31:36,1,-85,51.4004467466485,-0.217555660495524,67,25,WIFI
00:01:3b:9e:31:a2,BTHub3-4TZJ,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:31:36,1,-90,51.4004467466485,-0.217555660495524,67,25,WIFI
00:01:3b:c2:7c:a2,BTHub3-GKKX,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:31:36,11,-88,51.4004467466485,-0.217555660495524,67,25,WIFI
12:01:3b:9e:31:a2,BTWiFi-with-FON,,2012-08-11 19:31:36,1,-86,51.4004467466485,-0.217555660495524,67,25,WIFI
02:01:3b:9e:31:a2,BTWiFi,,2012-08-11 19:31:36,1,-88,51.4004467466485,-0.217555660495524,67,25,WIFI
